,count(144)
朱丸十四　　虚無僧吹笛廻在取究懸合而申継之事,1
朱丸十五　　御家中三歩半寄懸御趣意被仰出書写,1
朱丸二十　　歩懸来酉夏切ニ而秋ゟ御免被仰付書,1
朱丸二十二　御留野之義ニ付御取究向御趣意書写,1
朱丸二十三　御家中歩懸愈酉秋ゟ御免被仰付候事,1
郷店先年ゟ度々御究被仰付就中享和弐年ニも厳密,1
性ニて上納皆済仕度心得候者ハ勿論上納為仕且皆,1
不申成丈出精上納相進候様相心得させ申度事ニ候,1
猶又御蔵御年貢之義ハ右之通被仰付候てハ御給人,1
年貢向等ニ付不心得之願々間敷儀者不申出精々相,1
右夫々組村々役人共へ申聞村々役人共ゟ百姓共へ,1
自然之模様ニ而授量仕候様取計可仕と奉存候以上,1
仰出ニ付尚以作方第一ニ相励可申又祈祷繰り成者,1
任せ悋懎ニ相流候様之心得違無之様能々申諭シ又,1
仰出候御趣意今日御呼懸之上私共へ被仰渡御書付,1
猶無油断時々心ヲ付弥以御趣意通堅相守セ可申候,1
心得向之義者先達而被仰出候事ニ候所此頃ニ至奥,1
羽筋之様子追々相聞稀成ル飢饉之趣当御地之義も,1
羽之様子且世上之趣等見聞候而者中々以容易ニ米,1
公邊ゟも厚其筋御取究被　仰出候趣ニも候へハ猶,1
か上ニも貪而も食ふ而已ならす家業ヲ怠又主人ハ,1
悪ニハ不拘俵刎等申付候得共矢張相用不申村々も,1
ニも買米所抔ハ尚以悪布候様相見候ニ付最早上納,1
三所堅く上詰両小口共堅いたし候様村々江御達置,1
右之通當月九日御郡代所様壱統御呼懸ニ而御地方,1
此株手足り不申候得ハ同心方ゟ最寄番非人相配り,1
一様ならさる義者其筈之事ニ候得共向ニ寄候而者,1
も不宜勤向ニも相懸候様可相至候間以来之儀仮令,1
者抔ハ贈物不仕候而ハ不相済様端々相心得候者も,1
不都合之品相贈候得ハ屹と御取糺被仰付候間兼而,1
持明院相對勧化之義ニ付組頭庄屋共へ勧化方申談,1
之者無之様屹と取究可申候萬一此後右觸面之旨趣,1
旨ヲ以文化七午年以来之約定成来ニ引違三ケ月分,1
度申分も有之趣ニ付申出ニ任せ容易ニ相渡可申筈,1
不時御物入御差添之所地盤御勝手方御手詰之所ゟ,1
聊御配合難相調候ニ付兼而両都御借財方も多分ニ,1
仰付然共御行足りと申御場合ニ者無之極々御仮成,1
御家督右御慶事ニ付而も一廉之御入目相止嵩候上,1
御公務之御事ニ候得共勿論延々ニも難指置御都合,1
春八町堀御家敷御類焼ニ付而も差當り候御手當ニ,1
向ヲ始御普請等不被仰付而ハ御迷惑も厚不被為得,1
召上且世上不融通旁一牧ニ難渋之趣ニ相聞候已ニ,1
先達而借銀御仕解も被仰付候事ニハ候得共中ニハ,1
折返種々御評儀ニ及候得共多年之御不足被為指添,1
ニ而ハ一統迷惑厚事ニ候得ハたとひ御都合者調兼,1
之心得等此度取究候ニ付而者先達而觸置候奉公人,1
之ニ付此度請書指出ニ者不相及候得共此度御趣意,1
諸職人作料幷日雇賃銀等之義去ル卯年被仰付有之,1
任一人前之働相調候者ハ右之處ニ相定雇被雇候様,1
尤市中之義ハ扶持方代差遣候得共郷分之義ハ弁當,1
給銀之内先請取等ニも相及候懸之事ニ候得ハ身分,1
質素ニ仕奉公向等精ニ入可申處飲食又ハ不心得之,1
者可令出来ニ付土地相應之品々正路ニ相商候者之,1
之仕成ニ相及候義相聞候得ハ屹と咎可申付候将又,1
到迄右躰之仕成も相聞別而風儀悪敷如何之事ニ候,1
躰ヲ替鳴持相携横行せしめ候儀屹と指留候以上若,1
相背輩於有之者無手當為召捕候条右様相心得小借,1
迄屹と可申付候就而者目立不申様手元同心下才判,1
之者打廻申付不心得之者有之候得ハ召捕らせ候条,1
近来者不心得者且不埒者等毎々有之候ニ付御取究,1
右之通此度御留野御制道御取究向之義ニ付御趣意,1
連判を以御請書奉差上候処少も相違無御坐候以上,1
右之通御留野御制道御取究向之義ニ付今日當村へ,1
荒候義御坐候とも又々生出候所ゟ格別迷惑不仕候,1
ニ而御坐候事故右時節喰荒候ニおゐてハ再生返り,1
日数ニ相成前顕之懸難渋仕儀ニ御坐候得者先正月,1
儀者時々申出候義ニ御坐候条日数十五日斗之間鴈,1
追立候義御指寛メ被仰付候様之御道者有御坐間布,1
御座候此段何分とも可然様御評儀被下度存候以上,1
正兵衛御城へ外御用ニ付罷出候所先達而申出有之,1
文化三寅年五月廿七日六十郎殿ゟ正兵衛へ之運書,1
有之事かた〳〵承届候条尚其時節ニ到候へハ時々,1
然者私共申出候書付ハ相心得罷在時到り手崎々ゟ,1
日和浦御陣屋へ阿波郡筋ゟ御出張御交代之御役人,1
相勤居申候得とも往々居りニ相成候而ハ兼而當郡,1
被仰付候而ハ外役ニ相成右傳馬組百姓共至極迷惑,1
○【朱】二十七　　救助銀都メ方之義御端書之写,1
右出銀取立方之義當年之義ハ指延明年ゟ来ル丑ノ,1
不相拘出銀仕度心得之者勝手ニ出銀為仕可申此段,1
国力を相減不軽不埒ニ付屹と咎被仰付候右ニ付村,1
候得ハ御山下諸廿一ケ村浦より御郡代處へ願出候,1
模様一度ニ御渡成候様被仰付面々ニおゐても誠ニ,1
両人へ承合申出候様被仰付候趣ニ付来ル十六日迄,1
亥六月廿日　　三馬御手崎ゟ　　【付箋】此分写,1
願出も先ハ少相見候得共當年之儀ハ一牧豊穣ニ而,1
事ニ候得共端々前顕之振合も有之候様相聞不都合,1
相心懸疑敷相見候者有之候得ハ召捕役人共手元江,1
番非人へ褒美可指遣候幷無切手他国者之儀ハ夫々,1
送り候条出役之同心下裁判へ案内之上引渡可申事,1
可相心懸候猶御役場へ指出候ハヽ吟味之上不正之,1
逗留仕候者共候得ハ喰潰之義故此度之御趣意之丈,1
各様へハ私ゟ御申継仕候様被仰付候義ニ御座候間,1
出精候ニ付大ニ相速取候事ニ候尤土場之堀浚ニ付,1
御普請役へ申出ニ不及面々手元へ申出候様可仕候,1
不埒之事ニ候間以後右躰之義無之様可仕候右件々,1
違犯之者有之候得ハ其處役人共も越度可申付候条,1
嘉永六丑年九月十九日諸郡立合組頭庄屋へ御月番,1
名西勝浦御郡代谷邦之進様御傍へ被召御直ニ御渡,1
御箱訴幷目安取捌隙取候様被思召候ニ付向後相速,1
取候様可仕旨従　江戸表爰許當職へ御沙汰被為在,1
候旨元〆之面々ゟ達有之先日其旨相達置候事ニ候,1
尤右者共名面相記置何月何日奉畏候旨名面之上へ,1
自然壱牧逼迫ニ相及市郷迚も追年不融通之処ゟ弥,1
令困窮候様相聞候所此度大地震高潮ニ而居宅を始,1
