,count(64)
御指留幷右願紙与頭庄屋奥書事,1
多候ニ付他国胡乱者徘徊せしめ,1
一墨筆　　　　　　一鉄物鍋釜,1
一薪炭　　　　　　　　　一箒,1
相弁成丈皆済成候様相心得申事,1
惣合弐万千四百拾弐石三斗九升,1
此弐歩千弐百八十五石五斗六升,1
此弐歩千四拾六石九斗七升八合,1
○【朱】　　　仕上御請書之覚,1
午正月　　　　　　庄屋五人与,1
十月四日　　　　　那賀御地方,1
御手代岸和左衛門殿ゟ被仰渡候,1
午八月　　　　　　　後藤庄助,1
一牧ニ相心得相守候様申付候事,1
○【朱】廿六　御下知之ひかへ,1
者町方江願出候得ハ承届遣候事,1
蘭書ヲ取扱臆断杜撰之翻譯致し,1
【紺染紙継紙、文言毎に改行】,1
一寺院導師申付候へハ其院導師,1
仕御自分様見分糺之上拙寺導師,1
一谷邦之進儀手崎名東郡御振替,1
嘉永四亥年二月五日御書付之写,1
畳代又者筆紙墨料幷筆耕料旅宿,1
可申聞候右否明朝迄ニ申出候様,1
此節ゟ万事気ヲ付合ずき抔心懸,1
御端書ヲ以松江氏ゟ御申継候事,1
御端書を以冨永氏ゟ御申継之事,1
意ニ心ヲ付合可申義肝要ニ候事,1
但火之用心と高聲ニ呼或ハ寄合,1
郷分之者共相民為救助出銀之義,1
ヲ以同役へ申継候様被仰付候事,1
庄助出合之節左之株無屹為心得,1
四十九　　　之写丑十月廿六日,1
一家普請願之義先年申付置候通,1
但本文之趣寺社へも可被申聞事,1
○【朱】　組頭庄屋共へ申聞書,1
奉行御普請奉行御郡代御蔵奉行,1
拝借被仰付事故當季入残り元利,1
五十八　　　　　　　村上延太,1
一米三石　　　　高田久左衛門,1
外同役中へ申継候様被仰付候事,1
儀聊無之質素倹約相守驕奢ニ不,1
之儀可有了簡旨御月中申達候事,1
辰二月　御渡成候御趣意書之写,1
御制服之儀御端書御渡被遊候写,1
取究方不相弛様郷目付共へ申付,1
正月八日　　　　　名東　郡方,1
尤其節左之株々郡中同役申談相,1
一博奕取究之義ハ演舌申聞之通,1
御趣意ニ付市中幷冨岡四軒屋町,1
去月朔日之風雨之趣於江戸表達,1
一壱匁五分　　　　　　筆者賃,1
一五分　　　　　　　　筆紙墨,1
新シ町壱丁目花野屋金右衛門方,1
但御役所手懸當り之儀ハ其時々,1
正月廿九日御郡代様御口達之旨,1
度奉存候事　　　　　　名東郡,1
午四月十九日　　　與頭庄屋共,1
押移麦刈藍水取麦小成藍刈取等,1
可申旨奉存申談候懸り奉伺候事,1
但名東手崎之義も先刻横切指上,1
一弐人御扶持方銀札五百五拾目,1
一弐人御扶持方御支配米三石宛,1
頭弐人ニ付壱匁五分宛　宇次郎,1
