,count(48)
諸御趣意書幷御下知向之寫,1
朱丸十二　持明院勧化之事,1
鍛合奥書尚又家普請願繪圖,1
御聴難渋人取調被仰出之事,1
御山下在之御役人割付之事,1
御指弛被仰付御趣意書之事,1
一草履木履草鞋　　一農具,1
一　　　　　　　　一舩具,1
速取候様是亦厚可申聞候事,1
金費可申時會ニハ決而無之,1
別紙之通被仰出候ニ付而ハ,1
尚又是迄之通相心得候様厚,1
申処少も相違無御坐候以上,1
【押紙「月日マデ写ス」】,1
右御下知申出之通被仰付候,1
一別家隠居家相調不申候事,1
割符米等之義ハ割合ヲ以被,1
家之者共ニ到迄厚可申付事,1
此段も相心得候様可申付事,1
○【朱】　仕上御請諸之覚,1
御家中歩懸愈當酉秋ゟ御免,1
○【朱】廿五　　　申上覚,1
為仕組切取揃指上置可申事,1
【付箋】「以上ニテ写ス」,1
【僻に続く】ヒヤク　ノリ,1
右之通阿部湯浅江御申達事,1
一高木真之助儀御役替此後,1
麻植郡者御居置板野郡下分,1
手元へ召呼懇ニ申聞可仕事,1
但瓢箪唐艸けほり珊瑚珠玉,1
かましき仕成者指省只管實,1
候類是ハ尤之筋ニ相見候事,1
心得違之者有之候而ハ実ニ,1
兼而申渡有之通相心得候事,1
被仰付候御家中御達書共写,1
近郷村々昨秋御検見御見分,1
寅二月九日佐藤氏申継ニ候,1
宮城麻太郎殿ゟ被仰渡候事,1
穂積恰殿　　　　津田　叶,1
一同弐石　　　　多田昇助,1
五ツ半時呼出ニ相成居申候,1
雇主ニ取計候様可申付候事,1
右取究向存寄申談可申出候,1
未拾月　　　　　大坂與力,1
繰合セ於自宅相手懸可申哉,1
名東西與頭庄屋共へ申渡書,1
御下知被仰付可被下候以上,1
一居屋敷弐反　高壱石六斗,1
