,count(18)
一百三十三石高崎　　百拾九石　北新居　廿五石　　西黒田,1
一四拾弐石　井戸　　百三十六石上助任　七十五石　住吉嶋,1
一五十石　　嶋田　　六十石　南新居　　百廿七石　東黒田,1
一三十八石　田宮　　廿四石　今切　　　弐十石　　西名東,1
○【朱】八　今日本〆ゟ左之通被達候ニ付及御廻達ニ候以上,1
一番非人小家さか葺ニ出来次第村役人ゟ書付を以御役處様へ,1
不心得之者も端々先追いたし候様相聞候ニ付是等之義も屹と,1
御野合之御時節ニ候得ハ追々麦穂条【孕の誤記】ニ相向候ヲ,1
當季入残り元利半数御馳尤地方入之分ハ夏季【ママ、冬ヵ】,1
且ハ隠徳寄特之心得ニ而一廉扶持致遣候懸りも有之趣ニ相聞,1
震諸国互之義ながら御国内之義も前顕之懸ニ付無宿胡乱者多,1
徘徊せしめ候而ハ窮民共難渋之基ニも可相成依而他国無切手,1
但今年早々ニ當りケ條書ヲ以申渡候内往来手形入切手等所持,1
事ニ候依而ハ右取行方之義左書之次第をも相心得候様村役人,1
切手所持之者日数相満候者之義ハ早々順路相通候様若又病気,1
壱應ハ相減居申處此頃ニ至候而ハ右体之者端々入込候様相見,1
可給候若又行暮候節者止宿相【ママ、頼の写し違いヵ】入候,1
一預米出入を始其餘出入之趣ニ寄御家来【一字ミセ消ち】中,1
