,count(31)
朱丸参　　市郷共飯料米相用節一日ニ三度之内来五月迄,1
朱丸十九　　救助銀不出之處六ケ年ニ御指延被仰付書写,1
一三拾石　　一宮　　六十石　　蔵本　　六十石　　庄,1
仰出候ニ付御手元御役所へ被召出被仰渡候者奥州出羽凶,1
取究候様先達而以来度々相觸有之候所此頃ニ至り候而者,1
相背候もの有之候ニおゐてハ當人ハ勿論村役人共迄越度,1
故又候於両都御借上被仰付指當候所ハ御都合相調候姿ニ,1
等いたし候様之店ニ而ハ無之村浦内間ニおゐて日雇奉公,1
之者共出候儀幷ニ子供体ニやつし往来いたし候義等者従,1
私共手元へ請書取置申候仍而右之段奥書仕奉指上候以上,1
存候勿論右申出之通り被仰付候おゐてハ何以不心得之追,1
勿論又願出候共願主【？】と不都合之儀等夫々速ニ指留,1
之者共へも相達候様可被申聞候随而此度之義ハ觸達ニハ,1
出火等も有之既ニ内町小松嶋等ハ不残焼失とも可申程之,1
義ニ而古今未曾有之次第ニ付而ハ弥不融通之懸り御家中,1
相應之道相付不申而ハ取續難相調候様相見候銀主共迚も,1
篤と相味ヒ少シも不都合之義無之正路ニ相基き取續候様,1
別紙之通此度難有御趣意被仰出候ニ付格々肝煎番之面々,1
冬壱季本文同断御用捨被仰付候間右様相心得可申候以上,1
以手帋得御意候胡乱者御取究ニ付別帋市郷江仰談書来ル,1
胡乱者猶亦取究申付候条左書ケ條ニ相基キ村浦念入取調,1
等ニ付聢ニ歩行難相調者之義ハ養生為仕快気之上御境目,1
但市中幷御山下村浦之義ハ本文之通諸郡満日ニ相成候迄,1
一御山下村浦之義ハ三手ニ相別レ左書之通出張為仕候事,1
一舩送りニ相成候者之義ハ津田浦迄送来出張之御役人へ,1
他国無切手幷胡乱者取究向之義先日ケ條書を以觸渡有之,1
見免置候義相顕候ニおゐてハ其處之非人屹と咎申付候条,1
役人共付添最寄御境目ニおゐて追拂之上国處名面帳面ニ,1
兎角端々入込候様相見候ニ付昨年六月取究追拂申付候而,1
取究申付候条前々之趣意厚相心得来ル十八日村浦一時ニ,1
候節之通被召上候ニ付人別被下員数頭数等取調申出候事,1
