,count(282)
處ゟ迷惑之旨申上已後北往来筋へ罷成り,1
朱丸廿六　　右御願向御下知書之ひかへ,1
御国表他国ニ引競高相場申候にも無之故,1
三十七　與頭庄屋御用處本畳代又者筆帋,1
五十　　御城内龍王社ニおいて雨乞之事,1
五拾二　御家中面々質素倹約御制服之事,1
五拾四　他国無切手胡乱者御取究向之事,1
五拾九　御箱訴幷目安取捌隙取向後相速,1
六十三　市郷之者御制服之義絹物ハ勿論,1
六十七　巳七月朔日風雨之趣於江戸表達,1
七十　　三歩半上納方之義被仰付御趣意,1
七十一　近國共米價殊之外引上ヶ御年貢,1
上納行噤候様相見へ候ニ付淡州表村々ゟ,1
七十三　三歩半歩懸り御免被仰付御趣意,1
一茶塩煙草　　　　一燈油　但請賣小賣,1
一古手着物　　　　　　　一酢醤油味噌,1
申事一御物入多御場合殊ニ往古より無之,1
一後年も有へき事ニ而者無之義申聞候事,1
一御年貢之内雑穀継米幷庄屋御取立給御,1
當置米引残ニ弐歩通来四月迄御指延員数,1
右之件々之通申付候儀者他國之不作津留,1
等ニ而米麦不融通ニ付来夏秋萬々一郷分,1
仰出候御書付之御意味萬々一當夏秋不作,1
時節ゟ其心構仕度事ニ候奥羽之難渋被為,1
但処ニより一日五度も食事仕候趣春分者,1
農事寛ヤカニ候得者一食位ハ相減し可然,1
農事繁多之時節ニ相至候へハ有来通相心,1
至ニ候条救助之道心得違無之様可申聞尤,1
一吉凶之客振舞随而倹約質素ニ仕可申事,1
飯料大切ニ仕候義心付罷在候場合右様厚,1
ニ而随分倹約質素ニ相守兎角飯料給延候,1
更後年之取續専ニ相考新穀ニ至迄大切ニ,1
方精粗ニも寄候事ニ候間彼是厚相心得度,1
事ニ候条此段各ゟ御家中末々至迄不洩様,1
炊相用其餘飯物之義も右ニ相准可成丈倹,1
相聞尤之事ニ候随而當夏麦作之儀相應之,1
候様之心得違無之様能々申諭又主人たる,1
分ハ農事ゆるやかニ候へハ一食位ハ相減,1
召仕者之不精不働を咎而倹約と唱減食を,1
れす互ニ宜精通し合候ゟ一日之間ニ飲食,1
せしむるニおゐてハ其中ゟ給物之欠略も,1
御念給物倹約仕候様被仰聞奉畏私共村々,1
早々御順達御廻済ゟ御差戻可被成候以上,1
【押紙をめくる、本文は前コマと同じ】,1
相及候通當年出来之藁ニ而厚く編立中詰,1
一出張御役人御賄之義如何相心得可申哉,1
一牛馬所持仕候得ハ早々賣拂可申事此数,1
諸御役場之義其向々ニ寄従来之風も有之,1
繋置候節者店庭中ニ牽入置可申候尤店庭,1
御配慮被遊候御趣意重々難有奉恐入尚亦,1
仰出候御事ニ候条御家中之面々右御趣意,1
奉公取續候様有之度右取約向之義ハ別段,1
但御仕解御拝借銀上納方是之通ニ而ハ愈,1
上納方御蔵奉行之面々承合候様可有之事,1
諸職人作料日雇賃銀奉公人給銀且一牧質,1
但ケ条之内ニ者寺院迚も相心得不申而者,1
義故本文之通相定候事ニ候萬一右之處不,1
相當之賃銀給銀ニ引下可申候元来日雇人,1
入仕前給借請證文相渡不申而已ならす前,1
奉公可仕候右申付相背者有之候得ハ屹咎,1
人を始最寄若者共遊處と相成居申店近来,1
遣捨村中若者共惰弱之風義ニ成行候義も,1
人集等仕候者有之候得ハ右商指留屹と咎,1
但煑賣店之外ニも小宿と唱女を引請日雇,1
先ハ表を飾候者多有之由重たる者共右之,1
有之義ニ相聞右様之處より諸上納諸取引,1
出シ事抔時々實意ニ相欠候様罷成候者多,1
相成候第一之筋ニ候事故右之處厚相心得,1
弘化三午年七月八日一呼懸ニ而被仰付候,1
者共之内ニハ只々仰上セ聲を立或人寄集,1
候者迚も真実之取究を穏ニ相心懸候様為,1
仕度事ニ候条右等厚相心得一牧心得違無,1
○【朱】拾九　　組頭庄屋江相渡主意書,1
ニ付御郡代處相納凶年之御手當筋追々ニ,1
村々庄屋五人組共呼寄上納延引成居申者,1
共三月十日限精々上納為相運心得違之者,1
被仰付義壱統ニ厚難渋も仕事ゆへ深ク御,1
之義右様相弛ミ候而者身分之為ニも第一,1
不相成彼是如何之事ニ候間右等之所相弁,1
御隠居様ゟ右之趣噺聞置候様御沙汰被為,1
菊等相求メ又ハ花檀向も大造花美ニ仕立,1
近比之懸り他之菊ニ相劣不申様之心得ゟ,1
自然花美高直之價等ニも不心寄不都合ニ,1
田畠之作物諸鳥哺候義ハ百姓共實ニ迷惑,1
一昨未年被　仰付有之通村々鳥番之者共,1
相懈様請持下御鳥見共より申聞制道筋ニ,1
一節分後気候之遅速ニ随ひ冬内たりとも,1
前廣村役人共ゟ場處書付を以願出可申事,1
兼而先達而被仰渡御坐候御家中三歩半御,1
倹約ニ可仕御趣厚被仰出候ニ付村々申聞,1
本文之通鴈追立候義申出有之所今日高木,1
書付ニも年々氣候之趣ニ随ひ遅速被仰出,1
之御役人送夫之義ハ御仕居成申通中往来,1
願出申義ニ御座候右様筋違之傳馬筋夫勤,1
弘化三午年三月十九日　　　　後藤庄助,1
此義者指支無之様送届ヶ可申御趣被仰渡,1
諸国相場高直之年柄故豊作と相心得氣分,1
申聞候様町御奉行御郡代江被申聞儀可有,1
義地盤困窮之上右様相運候事故小家懸ケ,1
一穢多共義ハ家族之多少ニ不拘壱軒ニ付,1
但諸品市賣之内地盤御究有之候向市中之,1
無據弐軒屋潮見寺寺内又者佐古大谷ニ而,1
寄進操等之義も同處指支不申節ハ右場処,1
一市中相撲力共毎月處々ニ而一日之稽古,1
右最寄ニ而興行為致度候得とも右者小屋,1
只今迄御普請初渡銀後渡銀皆出来後七月,1
行届候様致度事ニ候仍而ハ御普請初渡銀,1
不申而ハ相成不申事故今日出懸之者共江,1
近来西洋學盛ニ相成世人新奇ヲ好候処ゟ,1
蘭書和解等之儀恣ニ相成候ニ付右体之義,1
其事柄ヲ解得候事故右様如何之翻譯流布,1
難申且醫業抔も同様之事ニ候依之已来者,1
為書出奉行處之ゆるしを受候分者世上江,1
守備等心得のため蘭書翻譯為致候向ニも,1
ツシ□□・・・ウツ　　コロス　アカス,1
イ　　　　タツ　　　ヲケモノ　　モツ,1
親布申聞當月中ニ組切請書可指出候以上,1
但最初ゟ往来所持不仕者者尚更見分之上,1
物乞喰体ニ候へハ取捨等下知及候御成り,1
一男壱人　　　　　　　　何国何郡何村,1
請持被仰付候本役同様相心得地盤之御用,1
名西郡分御居置勝浦郡御郡代共被仰付候,1
仰付候義且者平右衛門騏三郎義も格別ニ,1
一諸書入又者諸御用ニ付在々庄屋五人與,1
壱匁弐分五人與壱匁ニ相極居申所猥相成,1
年申付有之ニ候得共不被相行旨趣も有之,1
申付候条在々役人共へハ勿論其餘壱統へ,1
居宅等有之者共口過ニ行當々処ゟ袖乞ニ,1
近郷ニ相限候而申ニも無之押なへて之事,1
一亥八月十四日御郡代様御直松江島三郎,1
格別豊作ニ者候得共最早芋スイキ抔其儘,1
候哉ニ被仰聞ニ付難有旨申上近日宗門改,1
嘉永四亥年十二月朔日御渡被成候御端書,1
但質屋共ゟ案内申出候へ者与頭庄屋手元,1
但紺白一に留かへ裏花色ちニふかたぬき,1
一とふうら紅梅ちニふときもの一枚女着,1
一来ル十八日手崎村々他国胡乱者かり立,1
候得共其最寄家数之多少ニ寄三四軒又者,1
