,count(53)
御口達御趣意書之事,1
三十四　導師書之事,1
取約メ可仕御趣之事,1
不都合品相調不申事,1
申出候様被仰出候事,1
但染地形付類御停止,1
列座相渡候書付之写,1
込指留候様申付候事,1
不相洩様可申聞候事,1
有来通相心得可申事,1
候様重々可有教諭事,1
天保十亥年十月九日,1
天保十三寅年十一月,1
ゟ申付候義と奉存候,1
速取候様御手配候筈,1
沖洲　組頭庄屋共ゟ,1
書付ニして申出候事,1
了簡と本〆中申達事,1
端書ヲ以申継御座候,1
弘化二巳年六月七日,1
定米　何石何斗何升,1
張付師　　　　三匁,1
左官　　　　　三匁,1
弘化四未年八月廿日,1
嘉永元申年八月四日,1
一極々困窮之者之内,1
○【朱】　　大目付,1
キハマル　キハマリ,1
ヒルカヘス　　エキ,1
年号月日　　　何院,1
春太郎殿ゟ被仰候事,1
下佐那河内　　冨田,1
致候ニ付其邊ニ罷在,1
【付箋】「但書辺」,1
無油断相仕立可申事,1
郡中へ申継有之候事,1
請相仕立候様可仕候,1
淡州買米御下知之写,1
【貼り紙下、本紙】,1
名東　　　十一日ゟ,1
其外之　　十五日ゟ,1
一不時拝借返上之分,2
手懸向差引不申候筈,1
共ゟ存寄可申出候事,1
書之通相心得可申事,1
與頭庄屋へ申渡端書,1
与頭庄屋へ相渡究書,1
東條勘左衛門とのへ,1
下助任村御路次之者,1
但右同断壱人三匁積,1
右同町西岡屋仲蔵方,1
御奉行処被仰付候事,1
