,count(223)
医者談義　五冊 　　　　　　富士川本　イ　,1
者談義　五冊 　　　　　　富士川本　イ　3,1
談義　五冊 　　　　　　富士川本　イ　39,1
義　五冊 　　　　　　富士川本　イ　395,1
【赤線や黒丸の書き込みがあるが翻刻には書か,1
赤線や黒丸の書き込みがあるが翻刻には書かず,1
線や黒丸の書き込みがあるが翻刻には書かず】,1
一里は日本の六町なり然れば唐の五里は日本の,1
里は日本の六町なり然れば唐の五里は日本の三,1
は日本の六町なり然れば唐の五里は日本の三十,1
ことあるべし今見る所の独参湯は五分或は一匁,1
の朝鮮とうけがへり■■【去々ヵ】年の事とや,1
のまぎら人参を一両代金十両とかき付てやる手,1
まぎら人参を一両代金十両とかき付てやる手■,1
ぎら人参を一両代金十両とかき付てやる手■【,1
ら人参を一両代金十両とかき付てやる手■【に,1
人参を一両代金十両とかき付てやる手■【にヵ,1
参を一両代金十両とかき付てやる手■【にヵ】,1
【牙人＝がじん、牙儈＝すあい、どちらも売買,1
牙人＝がじん、牙儈＝すあい、どちらも売買の,1
人＝がじん、牙儈＝すあい、どちらも売買の仲,1
＝がじん、牙儈＝すあい、どちらも売買の仲買,1
がじん、牙儈＝すあい、どちらも売買の仲買人,1
じん、牙儈＝すあい、どちらも売買の仲買人の,1
ん、牙儈＝すあい、どちらも売買の仲買人のこ,1
、牙儈＝すあい、どちらも売買の仲買人のこと,1
牙儈＝すあい、どちらも売買の仲買人のこと】,1
【耆婆＝古代インドの名医、扁鵲＝古代中国の,1
耆婆＝古代インドの名医、扁鵲＝古代中国の名,1
婆＝古代インドの名医、扁鵲＝古代中国の名医,1
＝古代インドの名医、扁鵲＝古代中国の名医】,1
にまかせて三十日ばかりにやくわん屋の身代た,1
まかせて三十日ばかりにやくわん屋の身代たゝ,1
六十六部は世間になふても事かけず医者と金銀,1
出ていひひろめらるゝなあれにては医者ははや,1
ていひひろめらるゝなあれにては医者ははやら,1
【阿毘羅吽欠・あびらうんけん＝大日如来の真,1
阿毘羅吽欠・あびらうんけん＝大日如来の真言,1
毘羅吽欠・あびらうんけん＝大日如来の真言】,1
のきびしさいらひどさもはやこらへがたく候こ,1
きびしさいらひどさもはやこらへがたく候これ,1
びしさいらひどさもはやこらへがたく候これ見,1
しさいらひどさもはやこらへがたく候これ見さ,1
ござれども何ともならぬあん■■【ばくヵ】者,1
ざれども何ともならぬあん■■【ばくヵ】者け,1
