,count(255)
朱丸参　　市郷共飯料米相用節一日ニ三度之内来五月迄,1
朱丸七　　諸給人年貢不都ニ付村役人心ヲ付候様御端書,1
丸七　　諸給人年貢不都ニ付村役人心ヲ付候様御端書写,1
朱丸十九　　救助銀不出之處六ケ年ニ御指延被仰付書写,1
三十三　他國邊路【ママ、遍路】病死村役人注進書御役,1
十三　他國邊路【ママ、遍路】病死村役人注進書御役場,1
取究候事ニ候得共近年猥ニ相成上方直仕入等いたし候族,1
究候事ニ候得共近年猥ニ相成上方直仕入等いたし候族も,1
高直之義ハ諸国一枚【牧ヵ】之義ニ而自然事ニ候故如何,1
直之義ハ諸国一枚【牧ヵ】之義ニ而自然事ニ候故如何様,1
一三拾石　　一宮　　六十石　　蔵本　　六十石　　庄,1
一百三十三石高崎　　百拾九石　北新居　廿五石　　西,1
百三十三石高崎　　百拾九石　北新居　廿五石　　西黒,1
三十三石高崎　　百拾九石　北新居　廿五石　　西黒田,1
一五十壱石　敷地　　七十三石　佐野塚　八十七石　矢,1
五十壱石　敷地　　七十三石　佐野塚　八十七石　矢三,1
一拾石五斗　北岩延　八石五斗　東高輪　七十六石　芝,1
拾石五斗　北岩延　八石五斗　東高輪　七十六石　芝原,1
一廿三石　　大岡　　拾六石　　花園　　百九十四石佐,1
廿三石　　大岡　　拾六石　　花園　　百九十四石佐古,1
一五十石　　東名東　五十石　　日開　　五拾石　　矢,1
五十石　　東名東　五十石　　日開　　五拾石　　矢野,1
一四拾弐石　井戸　　百三十六石上助任　七十五石　住,1
四拾弐石　井戸　　百三十六石上助任　七十五石　住吉,1
拾弐石　井戸　　百三十六石上助任　七十五石　住吉嶋,1
一五十石　　嶋田　　六十石　南新居　　百廿七石　東,1
五十石　　嶋田　　六十石　南新居　　百廿七石　東黒,1
十石　　嶋田　　六十石　南新居　　百廿七石　東黒田,1
一三十五石　早渕　　百廿石　下助任　　廿石　　　沖,1
三十五石　早渕　　百廿石　下助任　　廿石　　　沖須,1
一三十八石　田宮　　廿四石　今切　　　弐十石　　西,1
三十八石　田宮　　廿四石　今切　　　弐十石　　西名,1
十八石　田宮　　廿四石　今切　　　弐十石　　西名東,1
一十八石　　南岩延　廿七石　祖母嶋　　弐十石　　符,1
十八石　　南岩延　廿七石　祖母嶋　　弐十石　　符中,1
一拾三石　　桜間　　拾八石　川原田　　六十弐石　津,1
拾三石　　桜間　　拾八石　川原田　　六十弐石　津田,1
仰出候ニ付御手元御役所へ被召出被仰渡候者奥州出羽凶,1
○【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出,1
【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御,1
朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候,1
】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候趣,1
年ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時,1
ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時是,1
復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄,1
 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之,1
(ふくし・カヘル) 不申懸とも候へ者先當時是迄之通,1
ふくし・カヘル) 不申懸とも候へ者先當時是迄之通飯,1
くし・カヘル) 不申懸とも候へ者先當時是迄之通飯物,1
御意味先達而及口達候如く弥以可申専【ママ、聞】事ニ,1
意味先達而及口達候如く弥以可申専【ママ、聞】事ニ候,1
○【朱】八　今日本〆ゟ左之通被達候ニ付及御廻達ニ候,1
