,count(5280)
朱丸壱　　郷店賣物宝暦年中御觸御免之,1
丸壱　　郷店賣物宝暦年中御觸御免之品,1
壱　　郷店賣物宝暦年中御觸御免之品書,1
　　郷店賣物宝暦年中御觸御免之品書事,1
朱丸弐　　関東北國筋凶作ニ付米直段高,1
丸弐　　関東北國筋凶作ニ付米直段高直,1
弐　　関東北國筋凶作ニ付米直段高直ニ,1
　　関東北國筋凶作ニ付米直段高直ニ付,1
　関東北國筋凶作ニ付米直段高直ニ付御,1
関東北國筋凶作ニ付米直段高直ニ付御年,1
東北國筋凶作ニ付米直段高直ニ付御年貢,1
朱丸参　　市郷共飯料米相用節一日ニ三,1
丸参　　市郷共飯料米相用節一日ニ三度,1
参　　市郷共飯料米相用節一日ニ三度之,1
　　市郷共飯料米相用節一日ニ三度之内,1
　市郷共飯料米相用節一日ニ三度之内来,1
市郷共飯料米相用節一日ニ三度之内来五,1
郷共飯料米相用節一日ニ三度之内来五月,1
共飯料米相用節一日ニ三度之内来五月迄,1
朱丸四　　奥羽飢饉ニ付万事倹約専可仕,1
丸四　　奥羽飢饉ニ付万事倹約専可仕御,1
四　　奥羽飢饉ニ付万事倹約専可仕御趣,1
　　奥羽飢饉ニ付万事倹約専可仕御趣御,1
　奥羽飢饉ニ付万事倹約専可仕御趣御改,1
奥羽飢饉ニ付万事倹約専可仕御趣御改候,1
朱丸五　　於江戸旧蝋奥羽筋稀成飢饉御,1
丸五　　於江戸旧蝋奥羽筋稀成飢饉御趣,1
五　　於江戸旧蝋奥羽筋稀成飢饉御趣ニ,1
　　於江戸旧蝋奥羽筋稀成飢饉御趣ニ付,1
朱丸六　　御郡代様ゟ猶々倹約向御口達,1
丸六　　御郡代様ゟ猶々倹約向御口達書,1
六　　御郡代様ゟ猶々倹約向御口達書写,1
朱丸七　　諸給人年貢不都ニ付村役人心,1
丸七　　諸給人年貢不都ニ付村役人心ヲ,1
七　　諸給人年貢不都ニ付村役人心ヲ付,1
　　諸給人年貢不都ニ付村役人心ヲ付候,1
　諸給人年貢不都ニ付村役人心ヲ付候様,1
諸給人年貢不都ニ付村役人心ヲ付候様御,1
