,count(17090)
天印　　　　　　　　　　,1
印　　　　　　　　　　　,1
　　　　　　　　　　　赤,1
　　　　　　　　　　赤ラ,1
　　　　　　　　　赤ラベ,1
　　　　　　　　赤ラベル,1
諸御趣意書幷御下知向之寫,1
朱丸壱　　郷店賣物宝暦年,1
丸壱　　郷店賣物宝暦年中,1
壱　　郷店賣物宝暦年中御,1
　　郷店賣物宝暦年中御觸,1
　郷店賣物宝暦年中御觸御,1
郷店賣物宝暦年中御觸御免,1
店賣物宝暦年中御觸御免之,1
賣物宝暦年中御觸御免之品,1
物宝暦年中御觸御免之品書,1
宝暦年中御觸御免之品書事,1
朱丸弐　　関東北國筋凶作,1
丸弐　　関東北國筋凶作ニ,1
弐　　関東北國筋凶作ニ付,1
　　関東北國筋凶作ニ付米,1
　関東北國筋凶作ニ付米直,1
関東北國筋凶作ニ付米直段,1
東北國筋凶作ニ付米直段高,1
北國筋凶作ニ付米直段高直,1
國筋凶作ニ付米直段高直ニ,1
筋凶作ニ付米直段高直ニ付,1
凶作ニ付米直段高直ニ付御,1
作ニ付米直段高直ニ付御年,1
ニ付米直段高直ニ付御年貢,1
米之内弐歩通四月迄御指延,1
之内弐歩通四月迄御指延被,1
内弐歩通四月迄御指延被仰,1
弐歩通四月迄御指延被仰付,1
歩通四月迄御指延被仰付候,1
通四月迄御指延被仰付候事,1
朱丸参　　市郷共飯料米相,1
丸参　　市郷共飯料米相用,1
参　　市郷共飯料米相用節,1
　　市郷共飯料米相用節一,1
　市郷共飯料米相用節一日,1
市郷共飯料米相用節一日ニ,1
郷共飯料米相用節一日ニ三,1
共飯料米相用節一日ニ三度,1
飯料米相用節一日ニ三度之,1
料米相用節一日ニ三度之内,1
米相用節一日ニ三度之内来,1
相用節一日ニ三度之内来五,1
用節一日ニ三度之内来五月,1
節一日ニ三度之内来五月迄,1
壱度を粥ニ可仕趣被仰付候,1
度を粥ニ可仕趣被仰付候御,1
を粥ニ可仕趣被仰付候御書,1
粥ニ可仕趣被仰付候御書付,1
ニ可仕趣被仰付候御書付写,1
朱丸四　　奥羽飢饉ニ付万,1
丸四　　奥羽飢饉ニ付万事,1
四　　奥羽飢饉ニ付万事倹,1
　　奥羽飢饉ニ付万事倹約,1
　奥羽飢饉ニ付万事倹約専,1
奥羽飢饉ニ付万事倹約専可,1
羽飢饉ニ付万事倹約専可仕,1
飢饉ニ付万事倹約専可仕御,1
饉ニ付万事倹約専可仕御趣,1
ニ付万事倹約専可仕御趣御,1
付万事倹約専可仕御趣御改,1
万事倹約専可仕御趣御改候,1
朱丸五　　於江戸旧蝋奥羽,1
丸五　　於江戸旧蝋奥羽筋,1
五　　於江戸旧蝋奥羽筋稀,1
　　於江戸旧蝋奥羽筋稀成,1
　於江戸旧蝋奥羽筋稀成飢,1
於江戸旧蝋奥羽筋稀成飢饉,1
江戸旧蝋奥羽筋稀成飢饉御,1
戸旧蝋奥羽筋稀成飢饉御趣,1
旧蝋奥羽筋稀成飢饉御趣ニ,1
蝋奥羽筋稀成飢饉御趣ニ付,1
朱丸六　　御郡代様ゟ猶々,1
丸六　　御郡代様ゟ猶々倹,1
六　　御郡代様ゟ猶々倹約,1
　　御郡代様ゟ猶々倹約向,1
　御郡代様ゟ猶々倹約向御,1
御郡代様ゟ猶々倹約向御口,1
郡代様ゟ猶々倹約向御口達,1
代様ゟ猶々倹約向御口達書,1
様ゟ猶々倹約向御口達書写,1
朱丸七　　諸給人年貢不都,1
丸七　　諸給人年貢不都ニ,1
七　　諸給人年貢不都ニ付,1
　　諸給人年貢不都ニ付村,1
　諸給人年貢不都ニ付村役,1
諸給人年貢不都ニ付村役人,1
給人年貢不都ニ付村役人心,1
人年貢不都ニ付村役人心ヲ,1
年貢不都ニ付村役人心ヲ付,1
貢不都ニ付村役人心ヲ付候,1
不都ニ付村役人心ヲ付候様,1
都ニ付村役人心ヲ付候様御,1
ニ付村役人心ヲ付候様御端,1
付村役人心ヲ付候様御端書,1
村役人心ヲ付候様御端書写,1
朱丸八　　御年貢御定幷俵,1
丸八　　御年貢御定幷俵仕,1
八　　御年貢御定幷俵仕立,1
　　御年貢御定幷俵仕立方,1
　御年貢御定幷俵仕立方御,1
御年貢御定幷俵仕立方御取,1
年貢御定幷俵仕立方御取究,1
貢御定幷俵仕立方御取究筋,1
御定幷俵仕立方御取究筋写,1
朱丸九　　番非人小家取崩,1
丸九　　番非人小家取崩方,1
九　　番非人小家取崩方伺,1
　　番非人小家取崩方伺書,1
　番非人小家取崩方伺書之,1
番非人小家取崩方伺書之事,1
朱丸拾　　救助銀皆納仕候,1
丸拾　　救助銀皆納仕候得,1
拾　　救助銀皆納仕候得者,1
　　救助銀皆納仕候得者御,1
　救助銀皆納仕候得者御證,1
救助銀皆納仕候得者御證文,1
助銀皆納仕候得者御證文被,1
銀皆納仕候得者御證文被下,1
皆納仕候得者御證文被下候,1
納仕候得者御證文被下候御,1
仕候得者御證文被下候御趣,1
候得者御證文被下候御趣写,1
朱丸十一　諸御役場指定候,1
丸十一　諸御役場指定候進,1
十一　諸御役場指定候進物,1
一　諸御役場指定候進物勤,1
　諸御役場指定候進物勤向,1
諸御役場指定候進物勤向御,1
御役場指定候進物勤向御取,1
役場指定候進物勤向御取究,1
場指定候進物勤向御取究御,1
指定候進物勤向御取究御趣,1
定候進物勤向御取究御趣意,1
候進物勤向御取究御趣意書,1
朱丸十二　持明院勧化之事,1
○天保四巳年　御趣意被仰,1
天保四巳年　御趣意被仰付,1
未申酉戌　　此御株無御座,1
申酉戌　　此御株無御座候,1
子丑　　　　此御株無御座,1
丑　　　　此御株無御座候,1
卯　　　　　此御株無御座,1
　　　　　此御株無御座候,1
朱丸十三　　牽馬町方御取,1
丸十三　　牽馬町方御取究,1
十三　　牽馬町方御取究御,1
三　　牽馬町方御取究御觸,1
　　牽馬町方御取究御觸書,1
　牽馬町方御取究御觸書写,1
朱丸十四　　虚無僧吹笛廻,1
丸十四　　虚無僧吹笛廻在,1
十四　　虚無僧吹笛廻在取,1
四　　虚無僧吹笛廻在取究,1
　　虚無僧吹笛廻在取究懸,1
　虚無僧吹笛廻在取究懸合,1
虚無僧吹笛廻在取究懸合而,1
無僧吹笛廻在取究懸合而申,1
僧吹笛廻在取究懸合而申継,1
吹笛廻在取究懸合而申継之,1
笛廻在取究懸合而申継之事,1
朱丸十五　　御家中三歩半,1
丸十五　　御家中三歩半寄,1
十五　　御家中三歩半寄懸,1
五　　御家中三歩半寄懸御,1
　　御家中三歩半寄懸御趣,1
　御家中三歩半寄懸御趣意,1
御家中三歩半寄懸御趣意被,1
家中三歩半寄懸御趣意被仰,1
中三歩半寄懸御趣意被仰出,1
三歩半寄懸御趣意被仰出書,1
歩半寄懸御趣意被仰出書写,1
朱丸十六　　諸職人日雇賃,1
丸十六　　諸職人日雇賃銀,1
十六　　諸職人日雇賃銀御,1
六　　諸職人日雇賃銀御取,1
　　諸職人日雇賃銀御取究,1
　諸職人日雇賃銀御取究御,1
諸職人日雇賃銀御取究御趣,1
職人日雇賃銀御取究御趣意,1
人日雇賃銀御取究御趣意書,1
日雇賃銀御取究御趣意書写,1
朱丸十七　　町方盆踊俄御,1
丸十七　　町方盆踊俄御取,1
十七　　町方盆踊俄御取究,1
七　　町方盆踊俄御取究書,1
　　町方盆踊俄御取究書之,1
　町方盆踊俄御取究書之写,1
朱丸十八　　御山下村々火,1
丸十八　　御山下村々火之,1
十八　　御山下村々火之用,1
八　　御山下村々火之用心,1
　　御山下村々火之用心御,1
　御山下村々火之用心御取,1
御山下村々火之用心御取究,1
山下村々火之用心御取究筋,1
下村々火之用心御取究筋之,1
村々火之用心御取究筋之事,1
朱丸十九　　救助銀不出之,1
丸十九　　救助銀不出之處,1
十九　　救助銀不出之處六,1
九　　救助銀不出之處六ケ,1
　　救助銀不出之處六ケ年,1
　救助銀不出之處六ケ年ニ,1
救助銀不出之處六ケ年ニ御,1
助銀不出之處六ケ年ニ御指,1
銀不出之處六ケ年ニ御指延,1
不出之處六ケ年ニ御指延被,1
出之處六ケ年ニ御指延被仰,1
之處六ケ年ニ御指延被仰付,1
處六ケ年ニ御指延被仰付書,1
六ケ年ニ御指延被仰付書写,1
朱丸二十　　歩懸来酉夏切,1
丸二十　　歩懸来酉夏切ニ,1
二十　　歩懸来酉夏切ニ而,1
十　　歩懸来酉夏切ニ而秋,1
　　歩懸来酉夏切ニ而秋ゟ,1
　歩懸来酉夏切ニ而秋ゟ御,1
歩懸来酉夏切ニ而秋ゟ御免,1
懸来酉夏切ニ而秋ゟ御免被,1
来酉夏切ニ而秋ゟ御免被仰,1
酉夏切ニ而秋ゟ御免被仰付,1
夏切ニ而秋ゟ御免被仰付書,1
朱丸二十一　菊作之義ニ付,1
丸二十一　菊作之義ニ付御,1
二十一　菊作之義ニ付御趣,2
十一　菊作之義ニ付御趣意,2
一　菊作之義ニ付御趣意被,1
　菊作之義ニ付御趣意被仰,1
菊作之義ニ付御趣意被仰付,1
作之義ニ付御趣意被仰付書,1
之義ニ付御趣意被仰付書之,1
義ニ付御趣意被仰付書之写,1
朱丸二十二　御留野之義ニ,1
丸二十二　御留野之義ニ付,1
二十二　御留野之義ニ付御,1
十二　御留野之義ニ付御取,1
二　御留野之義ニ付御取究,1
　御留野之義ニ付御取究向,1
御留野之義ニ付御取究向御,1
留野之義ニ付御取究向御趣,1
野之義ニ付御取究向御趣意,1
之義ニ付御取究向御趣意書,1
義ニ付御取究向御趣意書写,1
朱丸二十三　御家中歩懸愈,1
丸二十三　御家中歩懸愈酉,1
二十三　御家中歩懸愈酉秋,1
十三　御家中歩懸愈酉秋ゟ,1
三　御家中歩懸愈酉秋ゟ御,1
　御家中歩懸愈酉秋ゟ御免,1
御家中歩懸愈酉秋ゟ御免被,1
家中歩懸愈酉秋ゟ御免被仰,1
