,count(90)
一百三十三石高崎　　百拾九石　北新居　廿五石　　西黒田,1
一四拾弐石　井戸　　百三十六石上助任　七十五石　住吉嶋,1
一五十石　　嶋田　　六十石　南新居　　百廿七石　東黒田,1
一三十八石　田宮　　廿四石　今切　　　弐十石　　西名東,1
○【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候,1
【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候趣,1
年ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄,1
ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之,1
復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之通,1
 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之通飯,1
(ふくし・カヘル) 不申懸とも候へ者先當時是迄之通飯物,1
○【朱】八　今日本〆ゟ左之通被達候ニ付及御廻達ニ候以上,1
一番非人小家さか葺ニ出来次第村役人ゟ書付を以御役處様へ,1
○【朱】十　　覚　　　　　【押紙「教諭人共方へ迄写ス」,1
【朱】十　　覚　　　　　【押紙「教諭人共方へ迄写ス」】,1
○【朱】十弐　　弘化元年辰八月九日持明院勧化之義被仰渡,1
【朱】十弐　　弘化元年辰八月九日持明院勧化之義被仰渡書,1
頃日已来之長雨天ニ付河筋出水之模様為【一文字消去】見分,1
日已来之長雨天ニ付河筋出水之模様為【一文字消去】見分御,1
已来之長雨天ニ付河筋出水之模様為【一文字消去】見分御馬,1
来之長雨天ニ付河筋出水之模様為【一文字消去】見分御馬役,1
不心得之者も端々先追いたし候様相聞候ニ付是等之義も屹と,1
重々御趣意難有相守食【食へん＋食ヵ】物相心ヲ付質素倹約,1
々御趣意難有相守食【食へん＋食ヵ】物相心ヲ付質素倹約ニ,1
三十一　勧農御郡代様ゟ御直御述舌　　【付箋】「年月日マ,1
十一　勧農御郡代様ゟ御直御述舌　　【付箋】「年月日マテ,1
一　勧農御郡代様ゟ御直御述舌　　【付箋】「年月日マテ」,1
御野合之御時節ニ候得ハ追々麦穂条【孕の誤記】ニ相向候ヲ,1
津田浦相送舟積仕候様被仰付○【「ニ付」見せ消ち】△其段,1
田浦相送舟積仕候様被仰付○【「ニ付」見せ消ち】△其段立,1
浦相送舟積仕候様被仰付○【「ニ付」見せ消ち】△其段立合,1
相送舟積仕候様被仰付○【「ニ付」見せ消ち】△其段立合之,1
送舟積仕候様被仰付○【「ニ付」見せ消ち】△其段立合之者,1
舟積仕候様被仰付○【「ニ付」見せ消ち】△其段立合之者共,1
積仕候様被仰付○【「ニ付」見せ消ち】△其段立合之者共へ,1
仕候様被仰付○【「ニ付」見せ消ち】△其段立合之者共へ被,1
申継仕候様被仰付候早速申継仕候此折御直キ庄助ゟ申上候處,1
継仕候様被仰付候早速申継仕候此折御直キ庄助ゟ申上候處以,1
仕候様被仰付候早速申継仕候此折御直キ庄助ゟ申上候處以上,1
不相成候間各ゟ崎【嶋＝誤記ヵ】々ニ而両三人呼懸篤と演舌,1
相成候間各ゟ崎【嶋＝誤記ヵ】々ニ而両三人呼懸篤と演舌相,1
成候間各ゟ崎【嶋＝誤記ヵ】々ニ而両三人呼懸篤と演舌相加,1
候間各ゟ崎【嶋＝誤記ヵ】々ニ而両三人呼懸篤と演舌相加へ,1
當季入残り元利半数御馳尤地方入之分ハ夏季【ママ、冬ヵ】,1
十一日与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之,1
一日与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上,1
日与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御,1
与頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御役,1
頭庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御役處,1
庄屋へ御申渡成候事故十一日御出勤迄ニ御写取之上御役處江,1
御写取之上早々御廻達可被成候与頭庄屋之義者諸郡共十一日,1
写取之上早々御廻達可被成候与頭庄屋之義者諸郡共十一日朝,1
ニも行當り之程之義ニ而追々御手當等被下且場所ニ寄候而ハ,1
も行當り之程之義ニ而追々御手當等被下且場所ニ寄候而ハ御,1
行當り之程之義ニ而追々御手當等被下且場所ニ寄候而ハ御小,1
當り之程之義ニ而追々御手當等被下且場所ニ寄候而ハ御小家,1
相建粥等被下為取凌候所ゟ村内ハ勿論他村たりとも相民互ニ,1
建粥等被下為取凌候所ゟ村内ハ勿論他村たりとも相民互ニ繰,1
粥等被下為取凌候所ゟ村内ハ勿論他村たりとも相民互ニ繰合,1
且ハ隠徳寄特之心得ニ而一廉扶持致遣候懸りも有之趣ニ相聞,1
せしめ候別而不都合之懸り其儘ニ難相成尤先年ゟ度々觸渡候,1
しめ候別而不都合之懸り其儘ニ難相成尤先年ゟ度々觸渡候上,1
有之事ニ候得共何分端々胡乱者徘徊せしめ候様子ニ相聞此度,1
之事ニ候得共何分端々胡乱者徘徊せしめ候様子ニ相聞此度之,1
事ニ候得共何分端々胡乱者徘徊せしめ候様子ニ相聞此度之地,1
震諸国互之義ながら御国内之義も前顕之懸ニ付無宿胡乱者多,1
徘徊せしめ候而ハ窮民共難渋之基ニも可相成依而他国無切手,1
可申尤追立方之義ハ市中ゟ相始御山下村浦へ押及夫々順ニ遠,1
申尤追立方之義ハ市中ゟ相始御山下村浦へ押及夫々順ニ遠在,1
尤追立方之義ハ市中ゟ相始御山下村浦へ押及夫々順ニ遠在へ,1
但今年早々ニ當りケ條書ヲ以申渡候内往来手形入切手等所持,1
御国内へ入込日数十五日ヲ立候者ハ御境目ニ而追拂可申尤病,1
国内へ入込日数十五日ヲ立候者ハ御境目ニ而追拂可申尤病気,1
一市中御山下村浦之義ハ他国胡乱者ニ而ハ無之専御国内之者,1
市中御山下村浦之義ハ他国胡乱者ニ而ハ無之専御国内之者共,1
事ニ候依而ハ右取行方之義左書之次第をも相心得候様村役人,1
猶以切手所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ,1
以切手所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ追,1
切手所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ追出,1
手所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ追出シ,1
所持之者ニ而もゆへなく長ク足を留候者ハ御境目ニ追出シ幷,1
切手所持之者日数相満候者之義ハ早々順路相通候様若又病気,1
ニ而難渋之者共者村役人へ案内いたし快気之上順路出立申付,1
而難渋之者共者村役人へ案内いたし快気之上順路出立申付候,1
難渋之者共者村役人へ案内いたし快気之上順路出立申付候事,1
壱應ハ相減居申處此頃ニ至候而ハ右体之者端々入込候様相見,1
中折手本帳ニ而御坐候　　　【貼り紙】「何屋何兵衛到マテ,1
折手本帳ニ而御坐候　　　【貼り紙】「何屋何兵衛到マテ」,1
可給候若又行暮候節者止宿相【ママ、頼の写し違いヵ】入候,1
一預米出入を始其餘出入之趣ニ寄御家来【一字ミセ消ち】中,1
