,count(1116)
朱丸弐　　関東北國筋凶作ニ付米直段高直ニ付御,1
丸弐　　関東北國筋凶作ニ付米直段高直ニ付御年,1
弐　　関東北國筋凶作ニ付米直段高直ニ付御年貢,1
朱丸参　　市郷共飯料米相用節一日ニ三度之内来,1
丸参　　市郷共飯料米相用節一日ニ三度之内来五,1
参　　市郷共飯料米相用節一日ニ三度之内来五月,1
　　市郷共飯料米相用節一日ニ三度之内来五月迄,1
朱丸四　　奥羽飢饉ニ付万事倹約専可仕御趣御改,1
丸四　　奥羽飢饉ニ付万事倹約専可仕御趣御改候,1
朱丸七　　諸給人年貢不都ニ付村役人心ヲ付候様,1
丸七　　諸給人年貢不都ニ付村役人心ヲ付候様御,1
七　　諸給人年貢不都ニ付村役人心ヲ付候様御端,1
　　諸給人年貢不都ニ付村役人心ヲ付候様御端書,1
　諸給人年貢不都ニ付村役人心ヲ付候様御端書写,1
朱丸拾　　救助銀皆納仕候得者御證文被下候御趣,1
丸拾　　救助銀皆納仕候得者御證文被下候御趣写,1
朱丸十一　諸御役場指定候進物勤向御取究御趣意,1
丸十一　諸御役場指定候進物勤向御取究御趣意書,1
朱丸十四　　虚無僧吹笛廻在取究懸合而申継之事,1
朱丸十五　　御家中三歩半寄懸御趣意被仰出書写,1
朱丸十九　　救助銀不出之處六ケ年ニ御指延被仰,1
丸十九　　救助銀不出之處六ケ年ニ御指延被仰付,1
十九　　救助銀不出之處六ケ年ニ御指延被仰付書,1
九　　救助銀不出之處六ケ年ニ御指延被仰付書写,1
朱丸二十　　歩懸来酉夏切ニ而秋ゟ御免被仰付書,1
朱丸二十二　御留野之義ニ付御取究向御趣意書写,1
朱丸二十三　御家中歩懸愈酉秋ゟ御免被仰付候事,1
朱丸二十四　御留野之義ニ付文化三寅年御記録書,1
丸二十四　御留野之義ニ付文化三寅年御記録書写,1
朱丸廿五　　海部郡日和佐浦御陣屋へ阿波郡筋御,1
丸廿五　　海部郡日和佐浦御陣屋へ阿波郡筋御交,1
廿五　　海部郡日和佐浦御陣屋へ阿波郡筋御交仕,1
朱丸廿八　　當秋國柄ニ寄風雨出水等ニ而他国表,1
丸廿八　　當秋國柄ニ寄風雨出水等ニ而他国表米,1
廿八　　當秋國柄ニ寄風雨出水等ニ而他国表米價,1
朱丸廿九　　風雨出水ニ付潰家ニ相成御手當御趣,1
丸廿九　　風雨出水ニ付潰家ニ相成御手當御趣意,1
廿九　　風雨出水ニ付潰家ニ相成御手當御趣意事,1
三十三　他國邊路【ママ、遍路】病死村役人注進,1
十三　他國邊路【ママ、遍路】病死村役人注進書,1
三　他國邊路【ママ、遍路】病死村役人注進書御,1
　他國邊路【ママ、遍路】病死村役人注進書御役,1
他國邊路【ママ、遍路】病死村役人注進書御役場,1
郷店先年ゟ度々御究被仰付就中享和弐年ニも厳密,1
取究候事ニ候得共近年猥ニ相成上方直仕入等いた,1
究候事ニ候得共近年猥ニ相成上方直仕入等いたし,1
