,count(157)
朱丸七　　諸給人年貢不都ニ付村役人心ヲ付候様御端書写,1
三十三　他國邊路【ママ、遍路】病死村役人注進書御役場,1
取究候事ニ候得共近年猥ニ相成上方直仕入等いたし候族も,1
高直之義ハ諸国一枚【牧ヵ】之義ニ而自然事ニ候故如何様,1
一百三十三石高崎　　百拾九石　北新居　廿五石　　西黒,1
百三十三石高崎　　百拾九石　北新居　廿五石　　西黒田,1
一五十壱石　敷地　　七十三石　佐野塚　八十七石　矢三,1
一拾石五斗　北岩延　八石五斗　東高輪　七十六石　芝原,1
一廿三石　　大岡　　拾六石　　花園　　百九十四石佐古,1
一五十石　　東名東　五十石　　日開　　五拾石　　矢野,1
一四拾弐石　井戸　　百三十六石上助任　七十五石　住吉,1
四拾弐石　井戸　　百三十六石上助任　七十五石　住吉嶋,1
一五十石　　嶋田　　六十石　南新居　　百廿七石　東黒,1
五十石　　嶋田　　六十石　南新居　　百廿七石　東黒田,1
一三十五石　早渕　　百廿石　下助任　　廿石　　　沖須,1
一三十八石　田宮　　廿四石　今切　　　弐十石　　西名,1
三十八石　田宮　　廿四石　今切　　　弐十石　　西名東,1
一十八石　　南岩延　廿七石　祖母嶋　　弐十石　　符中,1
一拾三石　　桜間　　拾八石　川原田　　六十弐石　津田,1
○【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御,1
【朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候,1
朱】五　　於江戸旧臘在符【ママ】御家中へ被仰出御候趣,1
年ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時是,1
ニ復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄,1
復 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之,1
 (ふくし・カヘル) 不申懸とも候へ者先當時是迄之通,1
(ふくし・カヘル) 不申懸とも候へ者先當時是迄之通飯,1
ふくし・カヘル) 不申懸とも候へ者先當時是迄之通飯物,1
御意味先達而及口達候如く弥以可申専【ママ、聞】事ニ候,1
○【朱】八　今日本〆ゟ左之通被達候ニ付及御廻達ニ候以,1
【朱】八　今日本〆ゟ左之通被達候ニ付及御廻達ニ候以上,1
一番非人小家さか葺ニ出来次第村役人ゟ書付を以御役處様,1
番非人小家さか葺ニ出来次第村役人ゟ書付を以御役處様へ,1
○【朱】十　　覚　　　　　【押紙「教諭人共方へ迄写ス,1
【朱】十　　覚　　　　　【押紙「教諭人共方へ迄写ス」,1
朱】十　　覚　　　　　【押紙「教諭人共方へ迄写ス」】,1
○【朱】十弐　　弘化元年辰八月九日持明院勧化之義被仰,1
【朱】十弐　　弘化元年辰八月九日持明院勧化之義被仰渡,1
朱】十弐　　弘化元年辰八月九日持明院勧化之義被仰渡書,1
頃日已来之長雨天ニ付河筋出水之模様為【一文字消去】見,1
日已来之長雨天ニ付河筋出水之模様為【一文字消去】見分,1
已来之長雨天ニ付河筋出水之模様為【一文字消去】見分御,1
来之長雨天ニ付河筋出水之模様為【一文字消去】見分御馬,1
之長雨天ニ付河筋出水之模様為【一文字消去】見分御馬役,1
不心得之者も端々先追いたし候様相聞候ニ付是等之義も屹,1
心得之者も端々先追いたし候様相聞候ニ付是等之義も屹と,1
端々不心得之者も有之候様相聞甚如何之事ニ候此上不心得,1
重々御趣意難有相守食【食へん＋食ヵ】物相心ヲ付質素倹,1
々御趣意難有相守食【食へん＋食ヵ】物相心ヲ付質素倹約,1
